 ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Total Asset Turnover, Fixed Assets Turnover Frequency, Revenue per person, Operating profit per person, Working Capital to Total Assets, Quick Assets/Total Assets, Cash/Total Assets, Cash/Current Liability, Current Liability to Assets, Total expense/Assets, Cash Turnover Rate, Fixed Assets to Assets, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Net Income to Total Assets, Equity to Liability,Bankrupt?
0.478330815,0.564544265,0.528186734,0.122785707,0.179301336,0.179301336,0.179301336,0.220762031,0.108948783,0.189425322,0.220636696,0.779363304,0.005733657,0.388757792,0.108953377,0.188447327,0.233883058,0.000798862,0.058202488,0.397673051,0.825192954,0.604457791,0.050167815,0.001636429,0.162556966,0.021141241,2750000000.0,0.130377766,0.134921531,0.657203596,0.460939049,0.495138975,0.810467304,0.015257472,0
0.520547945,0.579208461,0.571122651,0.137463306,0.18528507,0.18528507,0.18528507,0.240427342,0.118638547,0.193341869,0.179913535,0.820086465,0.005912911,0.371257686,0.117217907,0.191335495,0.338830585,0.001339001,0.067996416,0.402681984,0.789355367,0.499009622,0.18763146,0.00582534,0.170813978,0.024683239,7040000000.0,0.106751825,0.115089594,0.691256732,0.466154902,0.654028692,0.819956033,0.019600212,0
0.506459318,0.561491496,0.552973928,0.264399231,0.191479499,0.191479499,0.191479499,0.226340172,0.110740168,0.182797319,0.096985821,0.903014179,0.005287663,0.372326839,0.110728419,0.18184149,0.082458771,0.000121796,0.004761835,0.394597589,0.778953957,0.261902974,0.12958831,0.009130949,0.074996983,0.018377676,0.000168704,0.350698692,0.112431969,0.653647537,0.462048875,0.614487527,0.813089771,0.039239462,0
0.489884464,0.531018317,0.539804058,0.0,0.172179849,0.172179849,0.172179849,0.215278434,0.093640583,0.169465994,0.015297639,0.984702361,0.018646628,0.369637181,0.093645676,0.168516703,0.154422789,0.003828635,0.03387336,0.390131386,0.965526083,0.613166348,0.458747741,0.121383731,0.019620748,0.070385456,0.000288466,0.019277645,0.110933234,0.567449282,0.358780587,0.574528723,0.796158671,0.220089596,0
0.434797446,0.489097253,0.484340703,0.0,0.161518689,0.161518689,0.161518689,0.20289307,0.083950818,0.159147398,0.126583427,0.873416573,0.007239714,0.370917704,0.084053935,0.158215821,0.139430285,0.001306472,0.015216721,0.387259447,0.770224997,0.445496805,0.027511083,0.001171504,0.124408854,0.047564486,1750000000.0,0.06450663,0.110933234,0.619386324,0.454557483,0.562221102,0.765635864,0.029377404,0
0.544093989,0.606192761,0.602120028,0.0,0.229446715,0.229446715,0.229446715,0.278623428,0.142903672,0.215937335,0.132236902,0.867763098,0.010247769,0.371422085,0.142874591,0.214146746,0.220389805,0.005163854,0.044727759,0.407430859,0.891903016,0.665996689,0.582938856,0.02755804,0.112015517,0.048885554,0.000292077,0.032998787,0.115676355,0.626975285,0.45621068,0.61387696,0.838522076,0.027974899,0
0.484278263,0.548190144,0.53557471,0.0,0.193375753,0.193375753,0.193375753,0.223692919,0.097793339,0.176093997,0.195815824,0.804184176,0.00523783,0.388174008,0.097814581,0.175130081,0.089955022,0.000135413,0.021926178,0.392901563,0.783779498,0.364182121,0.151494276,0.008163779,0.09820853,0.023426242,0.000186093,0.340967185,0.135732159,0.645453115,0.459605267,0.577620292,0.801809219,0.01769655,0
0.504996831,0.545518971,0.548262755,0.491547728,0.178500695,0.178500695,0.178500695,0.215278434,0.10113183,0.171650222,0.176860054,0.823139946,0.005503763,0.380622837,0.101161105,0.17064324,0.088455772,0.000214845,0.005343478,0.392799801,0.738182204,0.287878183,0.053280503,0.002695194,0.104653102,0.034359665,701000000.0,0.19726501,0.121375719,0.635415952,0.458186699,0.595844882,0.797124724,0.020005548,0
0.56569005,0.617095508,0.613255528,0.150521308,0.226623404,0.226623404,0.226623404,0.25980902,0.133621041,0.214506289,0.070895184,0.929104816,0.006317025,0.369669614,0.133584119,0.211062514,0.109445277,0.000397161,0.019684796,0.408335406,0.838717348,0.518514448,0.16114554,0.012232388,0.069580403,0.015610444,0.000171178,0.134717055,0.110933234,0.68500201,0.473935704,0.650749914,0.843523037,0.054351845,0
0.498171891,0.564653293,0.555650731,0.0,0.181661118,0.181661118,0.181661118,0.226529262,0.106750265,0.177750998,0.110409046,0.889590954,0.005131379,0.372785366,0.106201247,0.176668426,0.12143928,0.000128605,0.045656037,0.406175799,0.795666772,0.194844594,0.065557944,0.003702428,0.093687453,0.021862118,5840000000.0,0.480739703,0.114540042,0.66892437,0.465216442,0.640000458,0.815027633,0.034136241,0
0.551503924,0.611208024,0.607420097,0.0,0.171421348,0.171421348,0.171421348,0.22908197,0.106505985,0.181592227,0.00547208,0.99452792,0.005391584,0.369637181,0.106486231,0.180612322,0.047976012,5670000000.0,0.006929777,0.40284028,0.886677097,0.546079491,0.496359681,0.261718015,0.009608064,0.00855655,0.001195398,0.411181357,0.110933234,0.720246151,0.664551742,0.649124936,0.839780464,0.443267362,0
0.552527665,0.608264283,0.604315006,0.10982893,0.190847415,0.190847415,0.190847415,0.241278245,0.107483104,0.193944415,0.083592829,0.916407171,0.006449728,0.369637181,0.107438891,0.192994495,0.136431784,0.000525766,0.009262224,0.394891567,0.84090459,0.456660971,0.203014457,0.012677126,0.08468661,0.024959961,0.000177153,0.117454051,0.110933234,0.629419215,0.455245413,0.601300899,0.837475928,0.045880395,0
0.378101692,0.435346707,0.428716741,0.0,0.152332392,0.152332392,0.152332392,0.191736787,0.073202508,0.147247119,0.172869365,0.827130635,0.005247869,0.381230107,0.073151269,0.148744439,0.056971514,0.00011877,0.004567954,0.382250514,0.797867119,0.290356535,0.027849702,0.001541687,0.095589696,0.050351236,6350000000.0,0.370029114,0.130457388,0.581891069,0.450238289,0.445487608,0.746343389,0.020556155,0
0.516940477,0.56067379,0.556989132,0.390626582,0.187729131,0.187729131,0.187729131,0.226434717,0.118394268,0.184379001,0.122532273,0.877467727,0.006043611,0.374500932,0.116949208,0.183153608,0.125937031,0.000344963,0.01107178,0.398091405,0.77541267,0.361769237,0.057671715,0.002414001,0.12657304,0.030054736,5390000000.0,0.125510751,0.110933234,0.637719562,0.458197357,0.575755536,0.811423184,0.030455766,0
0.498513138,0.554132141,0.543819262,0.22826197,0.173949686,0.173949686,0.173949686,0.22114021,0.105610292,0.178278226,0.176164707,0.823835293,0.005126095,0.381450424,0.105574283,0.177294322,0.145427286,0.000200472,0.017176094,0.395264693,0.778821588,0.417118394,0.051352228,0.001725621,0.157780336,0.022688546,420000000.0,0.341835057,0.117242047,0.657814666,0.46143801,0.545964864,0.805532483,0.020102115,0
0.49368693,0.557457479,0.541838428,0.003239194,0.167755257,0.167755257,0.167755257,0.219438404,0.11619575,0.176997816,0.22858784,0.77141216,0.005473146,0.396162458,0.116143111,0.172913053,0.340329835,0.001792143,0.060205925,0.398566292,0.76086313,0.623633854,0.066591662,0.001490444,0.23712759,0.032395273,2350000000.0,0.086994912,0.110933234,0.648599606,0.459913161,0.525152196,0.799777223,0.014587799,0
0.500658119,0.522132577,0.556667916,0.0,0.166196115,0.166196115,0.166196115,0.207620308,0.093314877,0.163591173,0.153641503,0.846358497,0.005038693,0.379411653,0.093303695,0.163615112,0.07946027,5830000000.0,0.005825243,0.391431673,0.767300458,0.279089806,0.104627096,0.007165922,0.077169088,0.015463709,0.000144633,0.665547603,0.127806333,0.651968089,0.460775209,0.577807872,0.784648861,0.023590105,0
0.501194365,0.561436982,0.552652712,0.041299727,0.376090346,0.376090346,0.376090346,0.251961804,0.09274489,0.201174964,0.039120839,0.960879161,0.0066148,0.370128142,0.092790724,0.20024885,0.055472264,0.000217115,0.018603763,0.391137695,0.751820134,0.118116415,0.084434409,0.012300336,0.036027353,0.008416732,0.000158598,0.132367958,0.111592812,0.588876147,0.426690801,0.597084663,0.814508191,0.097237558,0
0.591234827,0.65372874,0.646822635,0.073185545,0.251611816,0.251611816,0.251611816,0.296965113,0.131992509,0.240340438,0.094778849,0.905221151,0.005666638,0.371951069,0.132012637,0.239378629,0.101949025,0.000281417,0.018624326,0.404197101,0.758501036,0.307910321,0.116748953,0.007031055,0.087827044,0.006438262,0.000142321,0.209056005,0.111820071,0.628685745,0.45550596,0.64661757,0.858174435,0.040206338,0
0.535172817,0.560946358,0.574763103,0.188683065,0.1947242,0.1947242,0.1947242,0.224260187,0.105854572,0.182345409,0.137376425,0.862623575,0.005087469,0.375309506,0.105867409,0.181381495,0.130434783,0.000119527,0.022622387,0.396395378,0.749285596,0.235627585,0.023586657,0.001307332,0.095469483,0.022632355,2060000000.0,0.533073258,0.11981837,0.642074788,0.459116316,0.626308483,0.809804888,0.026801695,0
0.504948082,0.57059529,0.55918411,0.077032088,0.188192659,0.188192659,0.188192659,0.230027418,0.110007328,0.185207502,0.175560057,0.824439943,0.00661238,0.374674277,0.109987461,0.182399517,0.523238381,0.003772654,0.106699176,0.398340155,0.847143193,0.591005864,0.047365304,0.001438452,0.174634653,0.034207296,1080000000.0,0.065565182,0.113003516,0.601727363,0.453266572,0.531761611,0.810270884,0.020180885,0
0.604494711,0.647568687,0.633117405,0.242028545,0.239686486,0.239686486,0.239686486,0.284579749,0.14583503,0.253671763,0.106841612,0.893158388,0.011863225,0.369637181,0.145789568,0.242063193,0.305847076,0.005260685,0.055485217,0.410845526,0.888633504,0.813089762,0.50010489,0.027469739,0.096340752,0.028003675,0.000221157,0.025403252,0.110933234,0.767011817,0.488546391,0.619876566,0.850981674,0.03537166,0
0.467167162,0.537396424,0.51860378,0.142524547,0.185369348,0.185369348,0.185369348,0.217358419,0.095024835,0.173533178,0.162408925,0.837591075,0.005620226,0.369637181,0.095013598,0.172528467,0.154422789,0.000587799,0.041123335,0.391838719,0.833419941,0.82752399,0.070770014,0.002384629,0.157348901,0.00678987,4760000000.0,0.142347016,0.110933234,0.646457951,0.459829544,0.630192227,0.800057303,0.022118895,0
0.529859114,0.564108155,0.577065153,0.305901407,0.182546037,0.182546037,0.182546037,0.230027418,0.114811497,0.1818935,0.118753212,0.881246788,0.005136217,0.37442712,0.114783331,0.180966745,0.149925037,0.000148274,0.016817708,0.398984645,0.815841826,0.427589435,0.12161905,0.007819248,0.08223802,0.02190607,9110000000.0,0.493790716,0.117459717,0.613281965,0.452957848,0.533003722,0.811500675,0.031519223,0
0.520596695,0.568632795,0.564430644,0.290818909,0.177952889,0.177952889,0.177952889,0.224165642,0.107645957,0.181366273,0.07340448,0.92659552,0.005644614,0.371797854,0.107650594,0.180386095,0.110944528,0.000228462,0.008912651,0.396248389,0.851060942,0.366023667,0.10485913,0.008280285,0.066868368,0.033975229,0.000104535,0.239852592,0.112247992,0.651403115,0.462132814,0.612412531,0.816558485,0.052469018,0
0.537707795,0.586240733,0.594036083,0.059722644,0.28595508,0.28595508,0.28595508,0.243074596,0.121325625,0.201325601,0.057804517,0.942195483,0.005259382,0.370625812,0.121305389,0.195980695,0.071964018,8020000000.0,0.009761614,0.399267316,0.856366667,0.441404069,0.160481247,0.018608013,0.045386638,0.008164912,0.00033846,0.449569048,0.113048585,0.705743125,0.485769251,0.555941663,0.818460114,0.066715549,0
0.481207039,0.546391191,0.529471599,0.271586193,0.176941553,0.176941553,0.176941553,0.222747471,0.104307467,0.178956089,0.201408834,0.798591166,0.005548563,0.376980337,0.104336639,0.177965463,0.268365817,0.001283777,0.014896523,0.392845028,0.797542259,0.815083881,0.03426124,0.000876667,0.207357989,0.04257072,1350000000.0,0.112053448,0.111460587,0.635408159,0.458315454,0.55379266,0.803251701,0.017093496,0
0.683030273,0.767389882,0.757963488,0.0,0.226286292,0.226286292,0.226286292,0.32031767,0.187688299,0.253671763,0.072013786,0.927986214,0.011653798,0.369637181,0.187657759,0.252801448,0.242878561,0.003973883,0.034287561,0.427794487,0.933225432,0.768521304,0.587643606,0.040768765,0.076176836,0.054284927,0.00032582,0.030941347,0.110933234,0.766218985,0.501618696,0.744430081,0.907514905,0.053505527,0
0.488178228,0.552769298,0.540821243,0.10162972,0.204626859,0.204626859,0.204626859,0.225489269,0.099340445,0.180688409,0.127550866,0.872449134,0.029362832,0.372814444,0.099117364,0.179209713,0.388305847,0.024571803,0.112879867,0.394326225,0.86218319,0.559076527,0.389251903,0.020627675,0.099875693,0.036819069,0.000101147,0.007723293,0.116161871,0.732997793,0.477185032,0.660076436,0.808462415,0.029124148,0
0.504168089,0.571794592,0.558541678,0.047170766,0.251991067,0.251991067,0.251991067,0.243452775,0.107564531,0.195300143,0.099555582,0.900444418,0.008760121,0.369637181,0.107463319,0.193839077,0.107946027,0.001093139,0.034381564,0.398577599,0.816726733,0.557392142,0.127506238,0.006525221,0.103439594,0.019280106,0.000139235,0.046603108,0.110933234,0.662807797,0.464291982,0.604030599,0.818166054,0.038153901,0
0.492126944,0.550152638,0.54697789,0.015689847,0.173823269,0.173823269,0.173823269,0.224827456,0.106750265,0.175190179,0.125585754,0.874414246,0.006251564,0.37121407,0.10675493,0.174119599,0.176911544,0.000788271,0.035221715,0.400205785,0.799160476,0.390410577,0.066738528,0.003528547,0.100107096,0.041155001,4180000000.0,0.115312815,0.113353082,0.622940896,0.455238875,0.551715033,0.806675146,0.02963715,0
0.59659728,0.56154601,0.654371219,0.254985322,0.17462391,0.17462391,0.17462391,0.221896568,0.105040306,0.178052271,0.100976509,0.899023491,0.005018504,0.374122926,0.104825183,0.176585476,0.095952024,6810000000.0,0.008154752,0.395174238,0.759807502,0.176413034,0.081416608,0.008337702,0.051452219,0.009602998,9000000000.0,0.786938289,0.119045047,0.610625041,0.451228961,0.748571085,0.809815917,0.037588704,0
0.601618486,0.627889228,0.643449863,0.204575362,0.199485905,0.199485905,0.199485905,0.247423655,0.133213908,0.203660465,0.059648698,0.940351302,0.026794654,0.369637181,0.133185142,0.202496041,0.122938531,0.005193357,0.025125215,0.419619638,0.93812203,0.830240861,0.606195861,0.057839931,0.055258363,0.033539181,0.000600073,0.010255075,0.110933234,0.795032822,0.521598542,0.716460642,0.846877255,0.064683801,0
0.491590699,0.548462713,0.548048611,0.0,0.17462391,0.17462391,0.17462391,0.21896568,0.095106262,0.173533178,0.114792756,0.885207244,0.005706516,0.372860297,0.095078737,0.172498303,0.097451274,0.000229975,0.007009092,0.39190656,0.831993637,0.51773414,0.142142795,0.009599445,0.078268596,0.023037424,0.000150946,0.216131365,0.117784806,0.665013998,0.464136664,0.650358301,0.804626492,0.032716589,0
0.581143665,0.590165722,0.611114085,0.27067517,0.217858497,0.217858497,0.217858497,0.242034603,0.129793991,0.199066054,0.040027814,0.959972186,0.005435799,0.369669614,0.129814191,0.19809215,0.095952024,0.000142978,0.042524566,0.434160241,0.748681069,0.122437633,0.034709687,0.004472441,0.040794422,0.033280266,3920000000.0,0.340332717,0.110933234,0.655831324,0.466894698,0.677938166,0.831194076,0.095179378,0
0.496124409,0.553805059,0.544943519,0.258123292,0.183810206,0.183810206,0.183810206,0.223031105,0.10422604,0.179182044,0.137890377,0.862109623,0.005314192,0.377476889,0.104230788,0.178184149,0.136431784,0.0002678,0.005725365,0.393003324,0.813374371,0.342751997,0.095102855,0.003552189,0.141902402,0.064862861,7930000000.0,0.254095097,0.110933234,0.668114594,0.463919414,0.57898581,0.807095165,0.026692039,0
0.528591625,0.584550807,0.571497404,0.233626885,0.18941469,0.18941469,0.18941469,0.231540134,0.10829737,0.18822023,0.06113009,0.93886991,0.005496255,0.369724414,0.10774016,0.186162431,0.110944528,0.000186855,0.016227252,0.399244703,0.83907156,0.455548901,0.167895774,0.018974432,0.046579041,0.009727892,0.000171634,0.290517147,0.111163615,0.675876835,0.472467429,0.607576026,0.826138545,0.06311109,0
0.451128553,0.501798953,0.494405482,0.0,0.1865071,0.1865071,0.1865071,0.207714853,0.102434655,0.164871582,0.018169725,0.981830275,0.608185467,0.369637181,0.102007914,0.164135435,0.085457271,0.001326141,0.072467429,0.418398498,0.832537583,0.36022792,0.123043665,0.03580852,0.017795796,0.0361734,0.000149607,0.000440477,0.110933234,0.661526086,0.480875402,0.625704362,0.778361838,0.191443091,0
0.438746161,0.50452464,0.497510573,0.0,0.176520163,0.176520163,0.176520163,0.201096719,0.088592134,0.156360624,0.14801826,0.85198174,0.005105711,0.374650792,0.088589249,0.155342734,0.104947526,0.000146004,0.018674265,0.38853712,0.737458293,0.217794113,0.013444309,0.0007149,0.099532629,0.025863837,1390000000.0,0.365258122,0.110933234,0.639633897,0.458707101,0.566255297,0.777633778,0.0246243,0
0.475649588,0.539904056,0.525991755,0.629820832,0.157009818,0.157009818,0.157009818,0.214900255,0.098607605,0.171499586,0.190585603,0.809414397,0.005716777,0.378853591,0.098596251,0.170530126,0.142428786,0.000721699,0.049994859,0.395830036,0.802999906,0.540032401,0.05313693,0.001479105,0.190573329,0.007251539,3920000000.0,0.104756171,0.111768783,0.651345773,0.460407261,0.576200443,0.797146706,0.01828901,0
0.522790426,0.586240733,0.571658012,0.128150623,0.234124141,0.234124141,0.234124141,0.24137279,0.106913118,0.194622279,0.030292953,0.969707047,0.008462319,0.369637181,0.106893351,0.193688259,0.097451274,0.000706569,0.024746266,0.399436919,0.832610516,0.344943731,0.065183299,0.010034051,0.034069305,0.008025671,7530000000.0,0.067877244,0.110933234,0.578310952,0.410409159,0.577757001,0.827416763,0.123104317,0
0.505776824,0.559856084,0.552920392,0.156493572,0.193333614,0.193333614,0.193333614,0.235605559,0.120918492,0.189801913,0.204220455,0.795779545,0.005187357,0.376953496,0.120898269,0.188862077,0.257871064,0.000663449,0.036949018,0.397593903,0.746714964,0.556619051,0.041016056,0.001076184,0.202206284,0.011179335,1950000000.0,0.199533555,0.112625035,0.635135954,0.458294084,0.564566717,0.809677915,0.016804927,0
0.504363087,0.562254688,0.555329514,0.262273509,0.184695125,0.184695125,0.184695125,0.22511109,0.120837065,0.181516909,0.19176467,0.80823533,0.00505891,0.381969343,0.12083313,0.180544454,0.140929535,0.000180046,0.012146938,0.395943104,0.749584605,0.246189825,0.008967566,0.000344747,0.137855301,0.025392313,709000000.0,0.393632716,0.121016945,0.638275101,0.458651841,0.59614849,0.805041237,0.018150152,1
0.504850583,0.564707806,0.550725414,0.261767385,0.179259197,0.179259197,0.179259197,0.228892881,0.109844475,0.185508775,0.159567071,0.840432929,0.006032794,0.378805501,0.109808328,0.184526054,0.125937031,0.000399431,0.017446352,0.39717555,0.854405221,0.457517917,0.070491507,0.004848091,0.076846863,0.019830783,6200000000.0,0.159107396,0.128581137,0.64607793,0.459778405,0.582790298,0.813495296,0.022581627,0
0.481353288,0.540340166,0.529418063,0.323109626,0.180607644,0.180607644,0.180607644,0.217074785,0.097223353,0.172930632,0.143815945,0.856184055,0.005346589,0.374800652,0.097220187,0.171849785,0.07946027,0.000161891,0.015202033,0.393059858,0.738249018,0.12485643,0.023374248,0.001190884,0.103902887,0.01917901,334000000.0,0.258234698,0.114276739,0.647138887,0.460019783,0.538282957,0.799225025,0.025447932,0
0.461317213,0.470017444,0.511376412,0.0,0.173191185,0.173191185,0.173191185,0.212158457,0.094943409,0.155758078,0.083532364,0.916467636,0.005021062,0.373392636,0.094899604,0.154731921,0.044977511,3560000000.0,0.009940808,0.391669116,0.753198801,0.148565035,0.010406098,0.000625521,0.087992616,0.029130728,2460000000.0,0.667254351,0.110933234,0.644359253,0.459701302,0.52461562,0.758246799,0.045917563,0
0.444401111,0.549716529,0.498956047,0.0,0.173865408,0.173865408,0.173865408,0.20468942,0.096001954,0.172478723,0.094385827,0.905614173,0.00541422,0.373113046,0.095966258,0.171525526,0.062968516,0.000106666,0.01042551,0.392437982,0.769113889,0.140018106,0.020542229,0.002253735,0.047994813,0.05695228,337000000.0,0.328376159,0.116458578,0.644569792,0.459710253,0.582902676,0.804886953,0.04038102,0
0.566275045,0.614587876,0.612452487,0.169956473,0.204963971,0.204963971,0.204963971,0.246572752,0.135168146,0.201626874,0.072406808,0.927593192,0.005505404,0.371404191,0.135147459,0.199849182,0.112443778,0.000171725,0.004147878,0.396553674,0.877788809,0.465631936,0.262103977,0.030658008,0.044987647,0.046390349,0.000282756,0.303587811,0.114459256,0.719080183,0.485295523,0.667115666,0.839063561,0.053210511,0
0.508896797,0.558220672,0.553830505,0.199007997,0.226496987,0.226496987,0.226496987,0.22908197,0.107483104,0.185132183,0.079995163,0.920004837,0.00541853,0.371564117,0.107430749,0.184526054,0.115442279,0.000216358,0.010801522,0.394269691,0.796806899,0.378673195,0.070790677,0.004778057,0.078313216,0.015524201,6360000000.0,0.294664564,0.110933234,0.654626333,0.462911752,0.609020741,0.811928774,0.048025429,0
0.446399844,0.511393371,0.497082285,0.0,0.165353335,0.165353335,0.165353335,0.205729413,0.09347773,0.164645628,0.126281102,0.873718898,0.005278709,0.375441473,0.093604964,0.164037403,0.025487256,3930000000.0,0.007761115,0.389769566,0.751440489,0.125349613,0.012475489,0.000861377,0.076544464,0.010581176,5280000000.0,0.330302665,0.115098544,0.632657739,0.457212027,0.560062017,0.782647654,0.029450852,0
0.480865792,0.547972089,0.530649392,0.192934508,0.180228393,0.180228393,0.180228393,0.229460149,0.107075971,0.184755592,0.226955286,0.773044714,0.007011795,0.396270939,0.107072484,0.183802127,0.128935532,0.002242259,0.06457706,0.399742204,0.79979983,0.178567851,0.089319125,0.002024102,0.234195803,0.006362082,7710000000.0,0.029368881,0.110933234,0.673038626,0.462689907,0.566286899,0.80514706,0.014721186,0
0.506069322,0.571576537,0.558059853,0.105375038,0.20091863,0.20091863,0.20091863,0.239670984,0.11212442,0.19206146,0.158146144,0.841853856,0.005899507,0.373946225,0.112088198,0.190679436,0.16191904,0.000823826,0.023080652,0.396768504,0.772977365,0.540690924,0.076028202,0.002709038,0.148771316,0.025605591,5590000000.0,0.122050352,0.113541134,0.652805681,0.460869037,0.59138111,0.817264922,0.022817772,0
0.496124409,0.564598779,0.551956743,0.0,0.176351608,0.176351608,0.176351608,0.224449277,0.105528866,0.177374407,0.09952535,0.90047465,0.005572173,0.371028422,0.105484717,0.176404494,0.169415292,0.000376736,0.017804738,0.396304923,0.872745706,0.590010942,0.212323834,0.011751746,0.095605599,0.04808065,0.000142938,0.220105714,0.110933234,0.660255097,0.463648666,0.574703754,0.814500331,0.038163671,0
0.474479598,0.535979067,0.523743241,0.708270068,0.166575366,0.166575366,0.166575366,0.215467524,0.098200472,0.170595767,0.175711219,0.824288781,0.004948287,0.377042965,0.098197274,0.16964784,0.182908546,0.000186098,0.003166723,0.39208747,0.721520445,0.313004948,0.05415227,0.001624506,0.176797152,0.027079555,3260000000.0,0.526487219,0.112544894,0.64982212,0.460278803,0.592096732,0.796317068,0.020163148,0
0.495051918,0.55614915,0.549975909,0.02247191,0.208672201,0.208672201,0.208672201,0.227474709,0.102678935,0.181140318,0.139190374,0.860809626,0.00531867,0.375633831,0.102667448,0.180114622,0.094452774,0.000163404,0.010563577,0.393625201,0.781785636,0.270152642,0.024541483,0.001185085,0.109651643,0.014720055,3030000000.0,0.306794664,0.117660267,0.591314884,0.44984133,0.575716676,0.808274026,0.0264106,0
0.470725881,0.507740951,0.523796777,0.0,0.163794193,0.163794193,0.163794193,0.209889383,0.090790652,0.166151992,0.040813859,0.959186141,0.005183687,0.369637181,0.090942401,0.165243948,0.107946027,0.000109692,0.008098938,0.389961783,0.811794354,0.2394449,0.041565205,0.005835821,0.037399554,0.015185069,3810000000.0,0.522064346,0.110933234,0.657773868,0.467885932,0.615333945,0.780899641,0.093406981,0
0.574464973,0.618458352,0.614968681,0.2112562,0.182630315,0.182630315,0.182630315,0.239009171,0.115870043,0.194697597,0.049006863,0.950993137,0.006870694,0.369637181,0.115312587,0.192926627,0.107946027,0.000474324,0.012349632,0.402331471,0.871376573,0.412304743,0.164849234,0.016793514,0.05172541,0.024289103,0.000169182,0.109752439,0.110933234,0.626653627,0.451280581,0.638374953,0.846189386,0.078412276,0
0.501876859,0.53995857,0.557578029,0.06782063,0.165521891,0.165521891,0.165521891,0.214900255,0.094047716,0.171122995,0.093720712,0.906279288,0.00524303,0.372856942,0.094028368,0.170115376,0.122938531,0.000155839,0.021409162,0.390956785,0.751059471,0.197390859,0.073904445,0.004157237,0.094062678,0.016182531,6340000000.0,0.376918279,0.111654861,0.636730763,0.457616853,0.604002289,0.799253928,0.040686618,0
0.48003705,0.546227649,0.535092885,0.0,0.189288273,0.189288273,0.189288273,0.221896568,0.094373422,0.17428636,0.098950933,0.901049067,0.005115528,0.373614072,0.094370349,0.173109117,0.016491754,1820000000.0,0.012734456,0.389950476,0.715447303,0.091482601,0.013851562,0.000944071,0.07754941,0.009458077,9050000000.0,0.472935568,0.110933234,0.645416287,0.459906023,0.575923591,0.804643979,0.038410367,0
0.51776922,0.57190362,0.561325553,0.26773965,0.191015971,0.191015971,0.191015971,0.234849201,0.106505985,0.190705732,0.133174109,0.866825891,0.005747367,0.372877072,0.106486231,0.190445668,0.136431784,0.000444064,0.016353568,0.395298614,0.754621308,0.231479733,0.051077122,0.002522541,0.107203476,0.012694724,4070000000.0,0.15556695,0.111683662,0.631519904,0.457098302,0.586968321,0.819423092,0.027755012,0
0.565641301,0.601995203,0.607741314,0.229172993,0.187434158,0.187434158,0.187434158,0.242885506,0.119127107,0.201476237,0.138374097,0.861625903,0.005086357,0.369637181,0.119147654,0.200550486,0.575712144,0.000682361,0.026831955,0.395083784,0.746388633,0.27723845,0.090739236,0.003844153,0.125051913,0.177518386,1900000000.0,0.409054451,0.110933234,0.674151771,0.465012998,0.664787499,0.833124739,0.026584799,0
0.497343148,0.559638029,0.551635527,0.072375747,0.188445493,0.188445493,0.188445493,0.218114777,0.10422604,0.178202907,0.158901956,0.841098044,0.005031963,0.380504291,0.104190076,0.177271699,0.064467766,4460000000.0,0.029622666,0.40158522,0.756459116,0.128359324,0.046625941,0.007470605,0.032713438,0.008671755,8400000000.0,0.765919404,0.135700128,0.634183761,0.457869106,0.59889303,0.806029307,0.022689545,0
0.488958222,0.546500218,0.537769688,0.16317441,0.199233071,0.199233071,0.199233071,0.22095112,0.101864669,0.176093997,0.070471929,0.929528071,0.006014885,0.370714163,0.101853209,0.175032049,0.139430285,0.000430447,0.036978394,0.39717555,0.922690736,0.317426173,0.295040217,0.028136432,0.055287503,0.028151847,0.000223248,0.181260502,0.113596323,0.499055099,0.408860976,0.492101285,0.805258429,0.05467707,0
0.490810705,0.552278674,0.543123294,0.0,0.18941469,0.18941469,0.18941469,0.219438404,0.101783242,0.173081268,0.142455483,0.857544517,0.006113661,0.377029545,0.101779927,0.171834703,0.151424288,0.000517444,0.008677643,0.393037245,0.813413302,0.299696112,0.031181026,0.001328212,0.124368311,0.049723199,2720000000.0,0.122454938,0.11565395,0.624634783,0.456005586,0.410159391,0.801736677,0.025722511,0
0.502705601,0.55527693,0.55334868,0.206498633,0.175677384,0.175677384,0.175677384,0.220100217,0.102271802,0.175868042,0.09211839,0.90788161,0.005531934,0.374115097,0.102235901,0.17470779,0.122938531,0.00017702,0.016468134,0.396429298,0.829889251,0.290568343,0.142006336,0.025052936,0.029666184,0.016083865,0.000147177,0.315369647,0.120327985,0.653365182,0.46211212,0.594243963,0.807092788,0.041442091,0
